Transaction_ID,Item
Reg_0101,Spider-Man 2 (PS5)
Reg_0101,1TB NVMe SSD
Reg_0101,Xbox Series X Console
Reg_0102,Wireless Gaming Mouse
Reg_0102,Noise-Cancelling Gaming Headset
Reg_0103,Wireless Gaming Mouse
Reg_0104,Mechanical Gaming Keyboard
Reg_0105,Switch Pro Controller
Reg_0105,Wireless Gaming Mouse
Reg_0105,Mechanical Gaming Keyboard
Reg_0105,Zelda: Tears of the Kingdom
Reg_0106,Wireless Gaming Mouse
Reg_0106,Mechanical Gaming Keyboard
Reg_0106,Ergonomic Gaming Chair
Reg_0107,Wireless Gaming Mouse
Reg_0107,1TB NVMe SSD
Reg_0108,Nintendo Switch OLED
Reg_0109,Mechanical Gaming Keyboard
Reg_0109,1TB NVMe SSD
Reg_0109,Xbox Series X Console
Reg_0110,Spider-Man 2 (PS5)
Reg_0110,Xbox Series X Console
Reg_0110,PlayStation 5 Console
Reg_0111,Ergonomic Gaming Chair
Reg_0111,Xbox Series X Console
Reg_0112,XL RGB Mousepad
Reg_0112,Wireless Gaming Mouse
Reg_0113,Mechanical Gaming Keyboard
Reg_0113,Zelda: Tears of the Kingdom
Reg_0114,Spider-Man 2 (PS5)
Reg_0114,PlayStation 5 Console
Reg_0115,DualSense Wireless Controller
Reg_0115,Spider-Man 2 (PS5)
Reg_0115,PlayStation 5 Console
Reg_0116,Wireless Gaming Mouse
Reg_0116,Mechanical Gaming Keyboard
Reg_0116,1TB NVMe SSD
Reg_0117,Xbox Wireless Controller
Reg_0117,Nintendo Switch OLED
Reg_0117,Xbox Series X Console
Reg_0118,Wireless Gaming Mouse
Reg_0118,Mechanical Gaming Keyboard
Reg_0118,Ergonomic Gaming Chair
Reg_0118,PlayStation 5 Console
Reg_0119,Switch Pro Controller
Reg_0119,Wireless Gaming Mouse
Reg_0119,Mechanical Gaming Keyboard
Reg_0120,Wireless Gaming Mouse
Reg_0120,PlayStation 5 Console
Reg_0121,Nintendo Switch OLED
Reg_0121,PlayStation 5 Console
Reg_0122,Wireless Gaming Mouse
Reg_0122,Noise-Cancelling Gaming Headset
Reg_0123,Spider-Man 2 (PS5)
Reg_0123,Ergonomic Gaming Chair
Reg_0123,Nintendo Switch OLED
Reg_0124,Spider-Man 2 (PS5)
Reg_0124,Mechanical Gaming Keyboard
Reg_0124,PlayStation 5 Console
Reg_0125,Ergonomic Gaming Chair
Reg_0125,Xbox Series X Console
Reg_0126,Wireless Gaming Mouse
Reg_0127,Nintendo Switch OLED
Reg_0128,Spider-Man 2 (PS5)
Reg_0128,PlayStation 5 Console
Reg_0129,Wireless Gaming Mouse
Reg_0130,Mechanical Gaming Keyboard
Reg_0130,PlayStation 5 Console
Reg_0131,DualSense Wireless Controller
Reg_0131,Halo Infinite (Xbox)
Reg_0131,PlayStation 5 Console
Reg_0132,Mechanical Gaming Keyboard
Reg_0133,Nintendo Switch OLED
Reg_0133,PlayStation 5 Console
Reg_0134,Xbox Series X Console
Reg_0135,Wireless Gaming Mouse
Reg_0135,Mechanical Gaming Keyboard
Reg_0135,DualSense Wireless Controller
Reg_0136,Wireless Gaming Mouse
Reg_0136,Mechanical Gaming Keyboard
Reg_0137,Mechanical Gaming Keyboard
Reg_0138,Switch Pro Controller
Reg_0138,Nintendo Switch OLED
Reg_0138,Zelda: Tears of the Kingdom
Reg_0139,Wireless Gaming Mouse
Reg_0139,Zelda: Tears of the Kingdom
Reg_0139,PlayStation 5 Console
Reg_0140,Xbox Series X Console
Reg_0141,XL RGB Mousepad
Reg_0141,Nintendo Switch OLED
Reg_0142,Spider-Man 2 (PS5)
Reg_0142,Wireless Gaming Mouse
Reg_0142,Mechanical Gaming Keyboard
Reg_0142,Halo Infinite (Xbox)
Reg_0143,XL RGB Mousepad
Reg_0143,Xbox Series X Console
Reg_0144,PlayStation 5 Console
Reg_0145,PlayStation 5 Console
Reg_0146,Xbox Series X Console
Reg_0146,Nintendo Switch OLED
Reg_0147,Switch Pro Controller
Reg_0147,Wireless Gaming Mouse
Reg_0147,Mechanical Gaming Keyboard
Reg_0148,Spider-Man 2 (PS5)
Reg_0148,PlayStation 5 Console
Reg_0149,Wireless Gaming Mouse
Reg_0149,Mechanical Gaming Keyboard
Reg_0150,27-inch 144Hz Gaming Monitor
Reg_0150,Nintendo Switch OLED
Reg_0150,PlayStation 5 Console
Reg_0151,Spider-Man 2 (PS5)
Reg_0151,PlayStation 5 Console
Reg_0152,Nintendo Switch OLED
Reg_0152,Zelda: Tears of the Kingdom
Reg_0153,PlayStation 5 Console
Reg_0154,Wireless Gaming Mouse
Reg_0154,Mechanical Gaming Keyboard
Reg_0154,Zelda: Tears of the Kingdom
Reg_0155,Nintendo Switch OLED
Reg_0156,XL RGB Mousepad
Reg_0156,Wireless Gaming Mouse
Reg_0156,Noise-Cancelling Gaming Headset
Reg_0157,Xbox Wireless Controller
Reg_0157,Xbox Series X Console
Reg_0158,Wireless Gaming Mouse
Reg_0158,Mechanical Gaming Keyboard
Reg_0159,XL RGB Mousepad
Reg_0159,Spider-Man 2 (PS5)
Reg_0159,PlayStation 5 Console
Reg_0160,27-inch 144Hz Gaming Monitor
Reg_0160,Wireless Gaming Mouse
Reg_0161,27-inch 144Hz Gaming Monitor
Reg_0161,Wireless Gaming Mouse
Reg_0161,Mechanical Gaming Keyboard
Reg_0162,Spider-Man 2 (PS5)
Reg_0162,Mechanical Gaming Keyboard
Reg_0162,PlayStation 5 Console
Reg_0163,Wireless Gaming Mouse
Reg_0164,Wireless Gaming Mouse
Reg_0164,Mechanical Gaming Keyboard
Reg_0165,Xbox Series X Console
Reg_0166,Wireless Gaming Mouse
Reg_0166,Mechanical Gaming Keyboard
Reg_0166,Zelda: Tears of the Kingdom
Reg_0166,DualSense Wireless Controller
Reg_0167,27-inch 144Hz Gaming Monitor
Reg_0167,Xbox Series X Console
Reg_0168,XL RGB Mousepad
Reg_0168,Wireless Gaming Mouse
Reg_0168,Mechanical Gaming Keyboard
Reg_0168,Xbox Wireless Controller
Reg_0169,Spider-Man 2 (PS5)
Reg_0169,Wireless Gaming Mouse
Reg_0169,Mechanical Gaming Keyboard
Reg_0170,27-inch 144Hz Gaming Monitor
Reg_0170,PlayStation 5 Console
Reg_0171,Wireless Gaming Mouse
Reg_0172,Wireless Gaming Mouse
Reg_0173,Wireless Gaming Mouse
Reg_0173,Mechanical Gaming Keyboard
Reg_0173,Xbox Wireless Controller
Reg_0174,Wireless Gaming Mouse
Reg_0174,Xbox Wireless Controller
Reg_0175,Wireless Gaming Mouse
Reg_0176,Mechanical Gaming Keyboard
Reg_0176,Halo Infinite (Xbox)
Reg_0176,Xbox Series X Console
Reg_0177,Wireless Gaming Mouse
Reg_0178,27-inch 144Hz Gaming Monitor
Reg_0178,Wireless Gaming Mouse
Reg_0178,Mechanical Gaming Keyboard
Reg_0178,1TB NVMe SSD
Reg_0179,Mechanical Gaming Keyboard
Reg_0179,Xbox Series X Console
Reg_0180,Spider-Man 2 (PS5)
Reg_0180,Ergonomic Gaming Chair
Reg_0180,PlayStation 5 Console
Reg_0181,Nintendo Switch OLED
Reg_0182,Wireless Gaming Mouse
Reg_0182,Mechanical Gaming Keyboard
Reg_0183,Wireless Gaming Mouse
Reg_0184,Xbox Series X Console
Reg_0185,27-inch 144Hz Gaming Monitor
Reg_0185,Wireless Gaming Mouse
Reg_0185,Mechanical Gaming Keyboard
Reg_0185,Halo Infinite (Xbox)
Reg_0186,Nintendo Switch OLED
Reg_0187,Switch Pro Controller
Reg_0187,Xbox Series X Console
Reg_0188,Wireless Gaming Mouse
Reg_0188,Halo Infinite (Xbox)
Reg_0189,Mechanical Gaming Keyboard
Reg_0189,Ergonomic Gaming Chair
Reg_0190,Wireless Gaming Mouse
Reg_0190,Xbox Wireless Controller
Reg_0190,Nintendo Switch OLED
Reg_0191,Xbox Series X Console
Reg_0192,Nintendo Switch OLED
Reg_0192,Xbox Series X Console
Reg_0193,Wireless Gaming Mouse
Reg_0194,Nintendo Switch OLED
Reg_0195,Switch Pro Controller
Reg_0195,Wireless Gaming Mouse
Reg_0196,Wireless Gaming Mouse
Reg_0196,Mechanical Gaming Keyboard
Reg_0196,Xbox Series X Console
Reg_0197,Wireless Gaming Mouse
Reg_0198,Spider-Man 2 (PS5)
Reg_0198,Wireless Gaming Mouse
Reg_0198,Mechanical Gaming Keyboard
Reg_0198,Ergonomic Gaming Chair
Reg_0199,Xbox Series X Console
Reg_0199,DualSense Wireless Controller
Reg_0200,Spider-Man 2 (PS5)
Reg_0200,PlayStation 5 Console
Reg_0201,Nintendo Switch OLED
Reg_0202,Mechanical Gaming Keyboard
Reg_0203,Wireless Gaming Mouse
Reg_0203,Mechanical Gaming Keyboard
Reg_0204,XL RGB Mousepad
Reg_0204,Mechanical Gaming Keyboard
Reg_0204,Zelda: Tears of the Kingdom
Reg_0205,Wireless Gaming Mouse
Reg_0205,PlayStation 5 Console
Reg_0206,27-inch 144Hz Gaming Monitor
Reg_0206,Mechanical Gaming Keyboard
Reg_0207,XL RGB Mousepad
Reg_0207,Wireless Gaming Mouse
Reg_0207,DualSense Wireless Controller
Reg_0208,Wireless Gaming Mouse
Reg_0208,Mechanical Gaming Keyboard
Reg_0209,Wireless Gaming Mouse
Reg_0209,DualSense Wireless Controller
Reg_0210,27-inch 144Hz Gaming Monitor
Reg_0210,Spider-Man 2 (PS5)
Reg_0210,Xbox Series X Console
Reg_0211,Ergonomic Gaming Chair
Reg_0211,Nintendo Switch OLED
Reg_0212,Spider-Man 2 (PS5)
Reg_0212,Nintendo Switch OLED
Reg_0213,Mechanical Gaming Keyboard
Reg_0213,Halo Infinite (Xbox)
Reg_0214,Wireless Gaming Mouse
Reg_0214,Mechanical Gaming Keyboard
Reg_0215,Switch Pro Controller
Reg_0215,Wireless Gaming Mouse
Reg_0215,Mechanical Gaming Keyboard
Reg_0215,Ergonomic Gaming Chair
Reg_0216,Wireless Gaming Mouse
Reg_0217,Nintendo Switch OLED
Reg_0217,Xbox Series X Console
Reg_0218,XL RGB Mousepad
Reg_0218,Wireless Gaming Mouse
Reg_0218,Mechanical Gaming Keyboard
Reg_0218,DualSense Wireless Controller
Reg_0219,Wireless Gaming Mouse
Reg_0219,Mechanical Gaming Keyboard
Reg_0220,Wireless Gaming Mouse
Reg_0220,Mechanical Gaming Keyboard
Reg_0221,Wireless Gaming Mouse
Reg_0222,Nintendo Switch OLED
Reg_0223,Wireless Gaming Mouse
Reg_0223,Mechanical Gaming Keyboard
Reg_0223,Xbox Wireless Controller
Reg_0224,Nintendo Switch OLED
Reg_0225,Nintendo Switch OLED
Reg_0226,Wireless Gaming Mouse
Reg_0226,Mechanical Gaming Keyboard
Reg_0226,1TB NVMe SSD
Reg_0227,Wireless Gaming Mouse
Reg_0227,Noise-Cancelling Gaming Headset
Reg_0228,1TB NVMe SSD
Reg_0228,Xbox Series X Console
Reg_0229,Wireless Gaming Mouse
Reg_0229,Mechanical Gaming Keyboard
Reg_0230,Switch Pro Controller
Reg_0230,Spider-Man 2 (PS5)
Reg_0230,PlayStation 5 Console
Reg_0231,XL RGB Mousepad
Reg_0231,Wireless Gaming Mouse
Reg_0231,Mechanical Gaming Keyboard
Reg_0231,1TB NVMe SSD
Reg_0232,Switch Pro Controller
Reg_0232,Xbox Wireless Controller
Reg_0232,PlayStation 5 Console
Reg_0233,Wireless Gaming Mouse
Reg_0233,Mechanical Gaming Keyboard
Reg_0233,Xbox Series X Console
Reg_0234,Spider-Man 2 (PS5)
Reg_0234,Nintendo Switch OLED
Reg_0235,Spider-Man 2 (PS5)
Reg_0235,PlayStation 5 Console
Reg_0236,Mechanical Gaming Keyboard
Reg_0236,Noise-Cancelling Gaming Headset
Reg_0237,Nintendo Switch OLED
Reg_0238,27-inch 144Hz Gaming Monitor
Reg_0238,Wireless Gaming Mouse
Reg_0238,1TB NVMe SSD
Reg_0239,Xbox Series X Console
Reg_0240,Spider-Man 2 (PS5)
Reg_0240,Noise-Cancelling Gaming Headset
Reg_0240,PlayStation 5 Console
Reg_0241,Xbox Wireless Controller
Reg_0241,Nintendo Switch OLED
Reg_0241,DualSense Wireless Controller
Reg_0242,Wireless Gaming Mouse
Reg_0242,Halo Infinite (Xbox)
Reg_0243,Wireless Gaming Mouse
Reg_0244,1TB NVMe SSD
Reg_0244,Noise-Cancelling Gaming Headset
Reg_0244,Nintendo Switch OLED
Reg_0245,XL RGB Mousepad
Reg_0245,Wireless Gaming Mouse
Reg_0245,Nintendo Switch OLED
Reg_0246,Mechanical Gaming Keyboard
Reg_0246,1TB NVMe SSD
Reg_0246,Xbox Series X Console
Reg_0247,Wireless Gaming Mouse
Reg_0247,Mechanical Gaming Keyboard
Reg_0247,Zelda: Tears of the Kingdom
Reg_0248,Mechanical Gaming Keyboard
Reg_0248,Halo Infinite (Xbox)
Reg_0248,Xbox Wireless Controller
Reg_0249,XL RGB Mousepad
Reg_0249,PlayStation 5 Console
Reg_0250,1TB NVMe SSD
Reg_0250,Nintendo Switch OLED
Reg_0250,PlayStation 5 Console
Reg_0251,Wireless Gaming Mouse
Reg_0251,Mechanical Gaming Keyboard
Reg_0252,27-inch 144Hz Gaming Monitor
Reg_0252,Xbox Series X Console
Reg_0253,Nintendo Switch OLED
Reg_0254,Wireless Gaming Mouse
Reg_0255,Wireless Gaming Mouse
Reg_0255,Mechanical Gaming Keyboard
Reg_0255,Xbox Series X Console
Reg_0255,PlayStation 5 Console
Reg_0256,Wireless Gaming Mouse
Reg_0257,XL RGB Mousepad
Reg_0257,Wireless Gaming Mouse
Reg_0257,Mechanical Gaming Keyboard
Reg_0257,Zelda: Tears of the Kingdom
Reg_0258,Wireless Gaming Mouse
Reg_0258,Noise-Cancelling Gaming Headset
Reg_0258,Nintendo Switch OLED
Reg_0259,Wireless Gaming Mouse
Reg_0260,Wireless Gaming Mouse
Reg_0261,Wireless Gaming Mouse
Reg_0261,Noise-Cancelling Gaming Headset
Reg_0261,PlayStation 5 Console
Reg_0262,Nintendo Switch OLED
Reg_0262,Zelda: Tears of the Kingdom
Reg_0263,PlayStation 5 Console
Reg_0264,Ergonomic Gaming Chair
Reg_0264,Xbox Wireless Controller
Reg_0264,Nintendo Switch OLED
Reg_0265,Wireless Gaming Mouse
Reg_0265,Mechanical Gaming Keyboard
Reg_0266,Wireless Gaming Mouse
Reg_0267,Halo Infinite (Xbox)
Reg_0267,PlayStation 5 Console
Reg_0268,Mechanical Gaming Keyboard
Reg_0268,Halo Infinite (Xbox)
Reg_0268,Ergonomic Gaming Chair
Reg_0269,Wireless Gaming Mouse
Reg_0269,PlayStation 5 Console
Reg_0270,XL RGB Mousepad
Reg_0270,Wireless Gaming Mouse
Reg_0270,Mechanical Gaming Keyboard
Reg_0270,Zelda: Tears of the Kingdom
Reg_0271,Wireless Gaming Mouse
Reg_0272,Wireless Gaming Mouse
Reg_0272,Xbox Series X Console
Reg_0273,Spider-Man 2 (PS5)
Reg_0273,Noise-Cancelling Gaming Headset
Reg_0273,PlayStation 5 Console
Reg_0274,Wireless Gaming Mouse
Reg_0274,Ergonomic Gaming Chair
Reg_0275,DualSense Wireless Controller
Reg_0275,Wireless Gaming Mouse
Reg_0275,PlayStation 5 Console
Reg_0276,PlayStation 5 Console
Reg_0277,Mechanical Gaming Keyboard
Reg_0277,Xbox Wireless Controller
Reg_0277,DualSense Wireless Controller
Reg_0278,XL RGB Mousepad
Reg_0278,Mechanical Gaming Keyboard
Reg_0278,DualSense Wireless Controller
Reg_0279,27-inch 144Hz Gaming Monitor
Reg_0279,Wireless Gaming Mouse
Reg_0279,Mechanical Gaming Keyboard
Reg_0280,Switch Pro Controller
Reg_0280,Wireless Gaming Mouse
Reg_0280,Mechanical Gaming Keyboard
Reg_0281,Wireless Gaming Mouse
Reg_0281,Mechanical Gaming Keyboard
Reg_0282,Spider-Man 2 (PS5)
Reg_0282,1TB NVMe SSD
Reg_0282,PlayStation 5 Console
Reg_0283,Wireless Gaming Mouse
Reg_0283,Mechanical Gaming Keyboard
Reg_0284,1TB NVMe SSD
Reg_0284,Xbox Series X Console
Reg_0285,27-inch 144Hz Gaming Monitor
Reg_0285,Wireless Gaming Mouse
Reg_0286,Mechanical Gaming Keyboard
Reg_0287,Wireless Gaming Mouse
Reg_0287,PlayStation 5 Console
Reg_0288,Nintendo Switch OLED
Reg_0289,XL RGB Mousepad
Reg_0289,Wireless Gaming Mouse
Reg_0289,Mechanical Gaming Keyboard
Reg_0290,27-inch 144Hz Gaming Monitor
Reg_0290,Nintendo Switch OLED
Reg_0291,Wireless Gaming Mouse
Reg_0291,Xbox Wireless Controller
Reg_0292,Wireless Gaming Mouse
Reg_0293,Wireless Gaming Mouse
Reg_0294,Wireless Gaming Mouse
Reg_0294,Halo Infinite (Xbox)
Reg_0294,Nintendo Switch OLED
Reg_0295,Zelda: Tears of the Kingdom
Reg_0295,PlayStation 5 Console
Reg_0296,Wireless Gaming Mouse
Reg_0296,Xbox Series X Console
Reg_0296,Nintendo Switch OLED
Reg_0297,XL RGB Mousepad
Reg_0297,PlayStation 5 Console
Reg_0298,Wireless Gaming Mouse
Reg_0299,Xbox Series X Console
Reg_0300,Wireless Gaming Mouse
Reg_0300,Noise-Cancelling Gaming Headset
Reg_0301,Wireless Gaming Mouse
Reg_0301,Mechanical Gaming Keyboard
Reg_0301,Halo Infinite (Xbox)
Reg_0302,Switch Pro Controller
Reg_0302,Wireless Gaming Mouse
Reg_0303,Mechanical Gaming Keyboard
Reg_0303,Xbox Series X Console
Reg_0303,DualSense Wireless Controller
Reg_0304,Wireless Gaming Mouse
Reg_0304,Xbox Wireless Controller
Reg_0305,Switch Pro Controller
Reg_0305,Xbox Series X Console
Reg_0306,Switch Pro Controller
Reg_0306,Wireless Gaming Mouse
Reg_0307,Wireless Gaming Mouse
Reg_0307,Halo Infinite (Xbox)
Reg_0308,Mechanical Gaming Keyboard
Reg_0308,Xbox Wireless Controller
Reg_0308,Zelda: Tears of the Kingdom
Reg_0309,Ergonomic Gaming Chair
Reg_0309,PlayStation 5 Console
Reg_0310,Wireless Gaming Mouse
Reg_0310,DualSense Wireless Controller
Reg_0311,Nintendo Switch OLED
Reg_0312,27-inch 144Hz Gaming Monitor
Reg_0312,Wireless Gaming Mouse
Reg_0312,Mechanical Gaming Keyboard
Reg_0313,XL RGB Mousepad
Reg_0313,Wireless Gaming Mouse
Reg_0313,Halo Infinite (Xbox)
Reg_0314,Wireless Gaming Mouse
Reg_0314,Mechanical Gaming Keyboard
Reg_0314,Xbox Wireless Controller
Reg_0315,Wireless Gaming Mouse
Reg_0316,Spider-Man 2 (PS5)
Reg_0316,Halo Infinite (Xbox)
Reg_0316,PlayStation 5 Console
Reg_0317,27-inch 144Hz Gaming Monitor
Reg_0317,Xbox Series X Console
Reg_0318,Wireless Gaming Mouse
Reg_0318,Mechanical Gaming Keyboard
Reg_0319,Mechanical Gaming Keyboard
Reg_0319,Halo Infinite (Xbox)
Reg_0319,DualSense Wireless Controller
Reg_0320,Spider-Man 2 (PS5)
Reg_0320,Mechanical Gaming Keyboard
Reg_0320,PlayStation 5 Console
Reg_0321,Spider-Man 2 (PS5)
Reg_0321,Zelda: Tears of the Kingdom
Reg_0321,PlayStation 5 Console
Reg_0322,Nintendo Switch OLED
Reg_0323,Xbox Series X Console
Reg_0324,27-inch 144Hz Gaming Monitor
Reg_0324,Nintendo Switch OLED
Reg_0325,Xbox Series X Console
Reg_0326,Wireless Gaming Mouse
Reg_0327,Wireless Gaming Mouse
Reg_0327,Mechanical Gaming Keyboard
Reg_0328,Spider-Man 2 (PS5)
Reg_0328,PlayStation 5 Console
Reg_0329,Wireless Gaming Mouse
Reg_0329,Nintendo Switch OLED
Reg_0330,Nintendo Switch OLED
Reg_0330,PlayStation 5 Console
Reg_0331,Spider-Man 2 (PS5)
